Module,Category,Subcategory,FilePath,Line,Column,Severity,Description,SuggestedFix
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details\product-details-hwd.component.html,179,24,High,Template binding 'packSizeDisplayUnits' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,2,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,3,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,4,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,35,26,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,67,15,High,Template binding 'itemGtin' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,100,15,High,Template binding 'packSizeToDisplay' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,103,15,High,Template binding 'packSizeDisplayUnits' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,120,15,High,Template binding 'onShelfQtyToDisplay' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,123,15,High,Template binding 'packSizeDisplayUnits' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,157,15,High,Template binding 'totalWasteQty' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,157,35,High,Template binding 'packSizeDisplayUnits' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,243,60,High,Template binding 'option' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,253,13,High,Template binding 'productDetailHwdMenu' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,266,11,High,Template binding 'isExpanded' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,282,21,High,Template binding 'piElementCount' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,304,19,High,Template binding 'piElementCount' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,320,60,High,Template binding 'i' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,354,59,High,Template binding 'packSizeDisplayUnits' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,387,80,High,Template binding 'i' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,401,51,High,Template binding 'i' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,406,70,High,Template binding 'option' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\product-details-hwd\product-details-dscsa\product-details-dscsa-hwd.component.html,415,27,High,Template binding 'productDetailHwdMenu' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\scan-out-hwd\scan-out-hwd.component.html,2,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\scan-out-hwd\scan-out-hwd.component.html,3,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\scan-out-hwd\scan-out-hwd.component.html,4,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\scan-out-hwd\scan-out-hwd.component.html,121,11,High,Template binding 'totesScanned' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,2,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,3,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,4,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,5,3,High,Template binding 'hideBackArrow' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,8,3,High,Template binding 'ctaButton' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,19,7,High,Template binding 'form' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,28,50,High,Template binding 'choice.id' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,30,13,High,Template binding 'choice.value' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,31,13,High,Template binding 'false' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,34,13,High,Template binding 'choice.name' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,49,7,High,Template binding '30' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\haz-waste-dscsa\select-reason-hwd\select-reason-hwd.component.html,50,7,High,Template binding '1' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\invalid-scan-bottom-sheet\invalid-scan-bottom-sheet.component.html,3,5,High,Template binding 'headersLeftButton' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\invalid-scan-bottom-sheet\invalid-scan-bottom-sheet.component.html,37,5,High,Template binding 'form' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\invalid-scan-bottom-sheet\invalid-scan-bottom-sheet.component.html,42,9,High,Template binding 'inputLabelCssClasses' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\invalid-scan-bottom-sheet\invalid-scan-bottom-sheet.component.html,73,9,High,Template binding 'inputLabelCssClasses' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\invalid-scan-bottom-sheet\invalid-scan-bottom-sheet.component.html,104,9,High,Template binding 'inputLabelCssClasses' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\invalid-scan-bottom-sheet\invalid-scan-bottom-sheet.component.html,124,7,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\invalid-scan-bottom-sheet\invalid-scan-bottom-sheet.component.html,125,7,High,Template binding 'maskDatePicker' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\invalid-scan-bottom-sheet\invalid-scan-bottom-sheet.component.html,127,7,High,Template binding 'form' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\invalid-scan-bottom-sheet\invalid-scan-bottom-sheet.component.html,130,7,High,Template binding 'isQuarantineReturnFeatureEnabled' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\invalid-scan-bottom-sheet\invalid-scan-bottom-sheet.component.html,141,7,High,Template binding 'disableUnableToReadLabelCheckbox' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,8,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,9,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,11,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,134,13,High,Template binding 'restockModeReason' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,193,15,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,305,26,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,400,9,High,Template binding 'formQty' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,407,13,High,Template binding '0' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,408,13,High,Template binding '999999' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,409,13,High,Template binding '6' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,413,13,High,Template binding '1' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,414,13,High,Template binding 'returnQtyGetControl' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirm-mode\item-detail-confirm-mode.component.html,415,13,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirmed-claim\item-detail-confirmed-claim.component.html,20,11,High,Template binding 'data.itemData.itemDescription' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirmed-claim\item-detail-confirmed-claim.component.html,36,11,High,Template binding 'data.itemData.manufacturer' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirmed-claim\item-detail-confirmed-claim.component.html,68,11,High,Template binding 'data.itemData.upc' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirmed-claim\item-detail-confirmed-claim.component.html,84,11,High,Template binding 'data.itemData.wic' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirmed-claim\item-detail-confirmed-claim.component.html,100,11,High,Template binding 'data.itemData.unitQuantityPerPack' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-confirmed-claim\item-detail-confirmed-claim.component.html,116,11,High,Template binding 'data.itemData.currentQuantity' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-information\item-detail-information.component.html,2,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-information\item-detail-information.component.html,3,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-information\item-detail-information.component.html,4,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-information\item-detail-information.component.html,24,85,High,Template binding 'showingUser' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-information\item-detail-information.component.html,28,76,High,Template binding 'reason' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-detail-information\item-detail-information.component.html,59,13,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-after-submission\item-reason-after-submission.component.html,2,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-after-submission\item-reason-after-submission.component.html,3,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-after-submission\item-reason-after-submission.component.html,4,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-after-submission\item-reason-after-submission.component.html,63,22,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-after-submission\item-reason-after-submission.component.html,83,40,High,Template binding 'info.field' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-after-submission\item-reason-after-submission.component.html,89,40,High,Template binding 'info.field' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-after-submission\item-reason-after-submission.component.html,135,3,High,Template binding 'selectedOption' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-after-submission\item-reason-after-submission.component.html,143,7,High,Template binding 'reason.value' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-screen\item-reason-screen.component.html,2,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-screen\item-reason-screen.component.html,3,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-screen\item-reason-screen.component.html,4,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-screen\item-reason-screen.component.html,53,9,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-screen\item-reason-screen.component.html,99,22,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-screen\item-reason-screen.component.html,114,11,High,Template binding 'returnQuantity' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-screen\item-reason-screen.component.html,134,3,High,Template binding 'selectedOption' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-screen\item-reason-screen.component.html,142,7,High,Template binding 'reason.value' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-reason-screen\item-reason-screen.component.html,179,11,High,Template binding 'formInsufficientInventory' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-search\item-search.component.html,2,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-search\item-search.component.html,3,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-search\item-search.component.html,4,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-search\item-search.component.html,8,5,High,Template binding 'itemsQuery' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\item-search\item-search.component.html,10,5,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\move-to-hazardous\move-to-hazardous.component.html,2,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\move-to-hazardous\move-to-hazardous.component.html,3,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\move-to-hazardous\move-to-hazardous.component.html,4,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\move-to-hazardous\move-to-hazardous.component.html,42,28,High,Template binding 'i' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\move-to-hazardous\move-to-hazardous.component.html,45,9,High,Template binding 'item.state' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\move-to-hazardous\move-to-hazardous.component.html,65,15,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\move-to-hazardous-salvage\move-to-hazardous-salvage.component.html,2,37,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\move-to-hazardous-salvage\move-to-hazardous-salvage.component.html,40,20,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\move-to-hazardous-salvage\move-to-hazardous-salvage.component.html,140,11,High,Template binding 'quantityInPackForm' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,3,5,High,Template binding 'titleLabel' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,14,11,High,Template binding 'selectedClaimType' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,16,11,High,Template binding 'selectTypePlaceHolder' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,25,13,High,Template binding 'claim.value' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,26,13,High,Template binding 'claim.disabled' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,29,13,High,Template binding 'claim.text' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,41,11,High,Template binding 'selectedReason' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,43,11,High,Template binding 'reasonPlaceHolder' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,51,13,High,Template binding 'reason.value' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,52,13,High,Template binding 'reason.disabled' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\new-claim\create-new-claim.component.html,55,13,High,Template binding 'reason.text' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\print-hazardous\print-hazardous.component.html,2,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\print-hazardous\print-hazardous.component.html,3,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\print-hazardous\print-hazardous.component.html,4,3,High,Template binding 'true' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\print-hazardous\print-hazardous.component.html,32,7,High,Template binding 'item.state' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
returns-management-mobile,Data-flow,Undefined Bindings,src\app\returns-management-mobile\claims\print-hazardous\print-hazardous.component.html,35,7,High,Template binding 'item.type' may reference undefined property.,Declare property/method in component or use safe navigation (?.).
